Title; Year; Original_line; Line_number; Last_word; Last_word_POS
В темнеющих полях, как в безграничном море…; 1887; В темнеющих полях, как в безграничном море,; 1; море; NOUN
В темнеющих полях, как в безграничном море…; 1887; Померк и потонул зари печальный свет -; 2; свет; NOUN
В темнеющих полях, как в безграничном море…; 1887; И мягко мрак ночной плывет в ночном просторе; 3; просторе; NOUN
В темнеющих полях, как в безграничном море…; 1887; Немой заре вослед.; 4; вослед; ADVB
Псковский бор; 1912; Вдали темно и чащи строги.; 1; строги; ADJS
Псковский бор; 1912; Под красной мачтой, под сосной; 2; сосной; NOUN
Псковский бор; 1912; Стою и медлю — на пороге; 3; пороге; NOUN
Псковский бор; 1912; В мир позабытый, но родной.Достойны ль мы своих наследий?; 4; наследий; NOUN
Псковский бор; 1912; Мне будет слишком жутко там,; 5; там; ADVB
Псковский бор; 1912; Где тропы рысей и медведей,; 6; медведей; NOUN
Псковский бор; 1912; Уводят к сказочным тропам, Где зернь краснеет на калине,; 7; калине; NOUN
Псковский бор; 1912; Где гниль покрыта ржавым мхом; 8; мхом; NOUN
Псковский бор; 1912; И ягоды туманно-сини; 9; туманносини; NOUN
Псковский бор; 1912; На можжевельнике сухом.; 10; сухом; ADJF
Полночный звон степной пустыни…; 1916; Полночный звон степной пустыни,; 1; пустыни; NOUN
Полночный звон степной пустыни…; 1916; Покой небес, тепло земли,; 2; земли; NOUN
Полночный звон степной пустыни…; 1916; И горький мед сухой полыни,; 3; полыни; NOUN
Полночный звон степной пустыни…; 1916; И бледность звездная вдали.; 4; вдали; ADVB
В полночь выхожу один из дома…; 1888; В полночь выхожу один из дома,; 1; дома; NOUN
В полночь выхожу один из дома…; 1888; Мерзло по земле шаги стучат,; 2; стучат; VERB
В полночь выхожу один из дома…; 1888; Звездами осыпан черный сад; 3; сад; NOUN
В полночь выхожу один из дома…; 1888; И на крышах — белая солома:; 4; солома; NOUN
В полночь выхожу один из дома…; 1888; Трауры полночные лежат.; 5; лежат; VERB
Ночного неба свод далекий…; 1901; Ночного неба свод далекий; 1; далекий; ADJF
Ночного неба свод далекий…; 1901; Весь в крупных звездах. Все молчит.; 2; молчит; VERB
Ночного неба свод далекий…; 1901; Лишь моря слышен шум глубокий; 3; глубокий; ADJF
Ночного неба свод далекий…; 1901; Да сердце трепетно стучит.; 4; стучит; VERB
Ночного неба свод далекий…; 1901; Стою, в тревоге ожиданья,; 5; ожиданья; NOUN
Ночного неба свод далекий…; 1901; И вот — шаги среди молчанья,; 7; молчанья; NOUN
Ночного неба свод далекий…; 1901; Шаги и легкий шум одежд!; 8; одежд; NOUN
Ночного неба свод далекий…; 1901; И верю, и не верю счастью,; 9; счастью; NOUN
Ночного неба свод далекий…; 1901; Ужель опять с блаженной страстью; 11; страстью; NOUN
Ночного неба свод далекий…; 1901; Твои колени обниму?; 12; обниму; VERB
Ночного неба свод далекий…; 1901; Как ты, покорно и не споря,; 13; споря; GRND
Ночного неба свод далекий…; 1901; Отдашься мне! Еще хранят; 14; хранят; VERB
Ночного неба свод далекий…; 1901; Твои одежды свежесть моря,; 15; моря; NOUN
Ночного неба свод далекий…; 1901; И в темноте сияет взгляд.; 16; взгляд; NOUN
Ночного неба свод далекий…; 1901; Нет, никогда уже не буду; 17; буду; VERB
Ночного неба свод далекий…; 1901; С другой я счастлив! Эти дни; 18; дни; NOUN
Ночного неба свод далекий…; 1901; За мною следуют повсюду; 19; повсюду; ADVB
Ночного неба свод далекий…; 1901; И в сердце не умрут они.; 20; они; NPRO
Ночного неба свод далекий…; 1901; Никто, наперекор судьбе,; 22; судьбе; NOUN
Ночного неба свод далекий…; 1901; Не возвратит того, что было,; 23; было; VERB
Ночного неба свод далекий…; 1901; Не заменит меня тебе!; 24; тебе; NPRO
Ночного неба свод далекий…; 1901; Люблю, исполнен тайной муки,; 25; муки; NOUN
Ночного неба свод далекий…; 1901; Люблю тебя, как светлый сон,; 26; сон; NOUN
Ночного неба свод далекий…; 1901; И каждый горький миг разлуки; 27; разлуки; NOUN
Ночного неба свод далекий…; 1901; Собою озаряет он.; 28; он; NPRO
Ночного неба свод далекий…; 1901; И пусть в нем было все случайно, -; 29; случайно; ADVB
Ночного неба свод далекий…; 1901; Благословляю день и час,; 30; час; NOUN
Ночного неба свод далекий…; 1901; Когда навеки сладкой тайной; 31; тайной; NOUN
Ночного неба свод далекий…; 1901; Судьба соединила нас!; 32; нас; NPRO
Индийский океан; 1916; Над чернотой твоих пучин; 1; пучин; NOUN
Индийский океан; 1916; Горели дивные светила,; 2; светила; NOUN
Индийский океан; 1916; И тяжко зыбь твоя ходила,; 3; ходила; VERB
Индийский океан; 1916; Взрывая огнь беззвучных мин.Она глаза слепила нам,; 4; нам; NPRO
Индийский океан; 1916; И мы бледнели в быстром свете,; 5; свете; NOUN
Индийский океан; 1916; И сине-огненные сети; 6; сети; NOUN
Индийский океан; 1916; Текли по медленным волнам.И снова, шумен и глубок,; 7; глубок; ADJS
Индийский океан; 1916; И от звезды к звезде шатался; 9; шатался; VERB
Индийский океан; 1916; Великой тростью зыбкий фок.За валом встречный вал бежал; 10; бежал; VERB
Индийский океан; 1916; С дыханьем пламенным муссона,; 11; муссона; NOUN
Индийский океан; 1916; И хвост алмазный Скорпиона; 12; Скорпиона; NOUN
Индийский океан; 1916; Над чернотой твоей дрожал.; 13; дрожал; VERB
Едем бором, черными лесами…; 1916; Едем бором, черными лесами.; 1; лесами; NOUN
Едем бором, черными лесами…; 1916; Вот гора, песчаный спуск в долину.; 2; долину; NOUN
Едем бором, черными лесами…; 1916; Вечереет. На горе пред нами; 3; нами; NPRO
Едем бором, черными лесами…; 1916; Лес щетинит новую вершину.; 4; вершину; NOUN
Ещё от дома на дворе; Год написания не известен; Ещё от дома на дворе; 1; дворе; NOUN
Ещё от дома на дворе; Год написания не известен; Синеют утренние тени,; 2; тени; NOUN
Ещё от дома на дворе; Год написания не известен; И под навесами строений; 3; строений; NOUN
Ещё от дома на дворе; Год написания не известен; Трава в холодном серебре,; 4; серебре; NOUN
Ещё от дома на дворе; Год написания не известен; Но уж сияет яркий зной,; 5; зной; NOUN
Ещё от дома на дворе; Год написания не известен; Давно топор стучит в сарае,; 6; сарае; NOUN
Ещё от дома на дворе; Год написания не известен; И голубей пугливых стаи; 7; стаи; NOUN
Ещё от дома на дворе; Год написания не известен; Сверкают снежной белизной.С зари кукушка за рекою; 8; рекою; NOUN
Ещё от дома на дворе; Год написания не известен; Кукует звучно вдалеке,; 9; вдалеке; ADVB
Ещё от дома на дворе; Год написания не известен; И в молодом березняке; 10; березняке; NOUN
Ещё от дома на дворе; Год написания не известен; Грибами пахнет и листвою.; 11; листвою; NOUN
Ещё от дома на дворе; Год написания не известен; На солнце светлая река; 12; река; NOUN
Ещё от дома на дворе; Год написания не известен; Трепещет радостно, смеется,; 13; смеется; VERB
Ещё от дома на дворе; Год написания не известен; И гулко в роще отдается; 14; отдается; VERB
Ещё от дома на дворе; Год написания не известен; Над нею ладный стук валька.; 15; валька; NOUN
На хуторе; 1908; И звучит гитара удалью печальной; 3; печальной; ADJF
На хуторе; 1908; Песне беззаботной, старой песне в лад.«Где ты закатилось, счастье золотое?; 4; золотое; ADJF
На хуторе; 1908; Кто тебя развеял по чистым полям?; 5; полям; NOUN
На хуторе; 1908; Не взойти над степью солнышку с заката,; 6; заката; NOUN
На хуторе; 1908; Не судья тебе я за грехи былого!; 9; былого; ADJF
На хуторе; 1908; Не воротишь жизни прожитой назад!; 10; назад; ADVB
Льёт без конца; 1916; Льёт без конца. В лесу туман.; 1; туман; NOUN
Льёт без конца; 1916; Качают ёлки головою:; 2; головою; NOUN
Льёт без конца; 1916; «Ах, Боже мой!» — Лес точно пьян,; 3; пьян; ADJS
Льёт без конца; 1916; Пресыщен влагой дождевою.; 4; дождевою; ADJF
День памяти Петра; 1925; О, если б узы гробовые; 1; гробовые; ADJF
День памяти Петра; 1925; Хоть на единый миг земной; 2; земной; ADJF
День памяти Петра; 1925; Поэт и Царь расторгли ныне!; 3; ныне; ADVB
День памяти Петра; 1925; Где Град Петра? И чьей рукой; 4; рукой; NOUN
День памяти Петра; 1925; Его краса, его твердыни; 5; твердыни; NOUN
День памяти Петра; 1925; И алтари разорены?; 6; разорены; PRTS
Все лес и лес. А день темнеет…; 1899; Все лес и лес. А день темнеет,; 1; темнеет; VERB
Все лес и лес. А день темнеет…; 1899; Низы синеют, и трава; 2; трава; NOUN
Все лес и лес. А день темнеет…; 1899; Проснулась серая сова.; 4; сова; NOUN
Под орган душа тоскует…; 1889; Под орган душа тоскует,; 1; тоскует; VERB
Под орган душа тоскует…; 1889; Плачет и поет.; 2; поет; VERB
Под орган душа тоскует…; 1889; Торжествует, негодует; 3; негодует; VERB
Под орган душа тоскует…; 1889; Горестно зовет:; 4; зовет; VERB
Порыжели холмы; Год написания не известен; Порыжели холмы. Зноем выжжены,; 1; выжжены; PRTS
Порыжели холмы; Год написания не известен; И так близко обрывы хребтов,; 2; хребтов; NOUN
Порыжели холмы; Год написания не известен; Поднебесных скалистых хребтов.; 3; хребтов; NOUN
Порыжели холмы; Год написания не известен; На стене нашей глинистой хижины; 4; хижины; NOUN
Порыжели холмы; Год написания не известен; Уж не пахнет венок из цветов,; 5; цветов; NOUN
Порыжели холмы; Год написания не известен; Из заветных засохших цветов.; 6; цветов; NOUN
Порыжели холмы; Год написания не известен; Море все еще в блеске теряется,; 7; теряется; VERB
Порыжели холмы; Год написания не известен; Тонет в солнечной светлой пыли:; 8; пыли; NOUN
Порыжели холмы; Год написания не известен; Что ж так горестно парус склоняется.; 9; склоняется; VERB
Порыжели холмы; Год написания не известен; Белый парус в далекой дали?; 10; дали; VERB
Порыжели холмы; Год написания не известен; Ты меня позабудешь вдали.; 11; вдали; ADVB
Только камни, пески, да нагие холмы…; 1926; Только камни, пески, да нагие холмы,; 1; холмы; NOUN
Только камни, пески, да нагие холмы…; 1926; Да сквозь тучи летящая в небе луна, -; 2; луна; NOUN
Только камни, пески, да нагие холмы…; 1926; Для кого эта ночь? Только ветер, да мы,; 3; мы; NPRO
Только камни, пески, да нагие холмы…; 1926; Да крутая и злая морская волна.; 4; волна; NOUN
Ветви кедра — вышивки зеленым…; 1902; Ветви кедра — вышивки зеленым; 1; зеленым; ADJF
Ветви кедра — вышивки зеленым…; 1902; темным плюшем, свежим и густым,; 2; густым; ADJF
Ветви кедра — вышивки зеленым…; 1902; а за плюшем кедра, за балконом -; 3; балконом; NOUN
Ветви кедра — вышивки зеленым…; 1902; сад прозрачный, легкий, точно дым:; 4; дым; NOUN
Зачем пленяет старая могила…; 1922; Зачем пленяет старая могила; 1; могила; NOUN
Зачем пленяет старая могила…; 1922; Блаженными мечтами о былом?; 2; былом; ADJF
Зачем пленяет старая могила…; 1922; Зачем зеленым клонится челом; 3; челом; NOUN
Зачем пленяет старая могила…; 1922; Та ива, что могилу осенила,; 4; осенила; VERB
Зачем пленяет старая могила…; 1922; Так горестно, так нежно и светло,; 5; светло; ADVB
Зачем пленяет старая могила…; 1922; Как будто все, что было и прошло,; 6; прошло; VERB
Зачем пленяет старая могила…; 1922; Уже познало радость воскресенья; 7; воскресенья; NOUN
Зачем пленяет старая могила…; 1922; И в лоне всепрощения, забвенья; 8; забвенья; NOUN
Зачем пленяет старая могила…; 1922; Небесными цветами поросло?; 9; поросло; VERB
В костёле; 1889; Гаснет день — и звон тяжелый; 1; тяжелый; ADJF
В костёле; 1889; В небеса плывет:; 2; плывет; VERB
В костёле; 1889; С башни старого костела; 3; костела; NOUN
В костёле; 1889; Колокол зовет.А в костеле — ожиданье:; 4; ожиданье; NOUN
В костёле; 1889; Сумрак, гул дверей,; 5; дверей; NOUN
В костёле; 1889; Напряженное молчанье,; 6; молчанье; NOUN
В костёле; 1889; Тихий треск свечей.В блеске их престол чернеет,; 7; чернеет; VERB
В костёле; 1889; Озарен темно:; 8; темно; ADVB
В костёле; 1889; Высоко над ним желтеет; 9; желтеет; VERB
В костёле; 1889; Узкое окно.И над всем — Христа распятье:; 10; распятье; NOUN
В костёле; 1889; В диадеме роз,; 11; роз; NOUN
В костёле; 1889; Скорбно братские объятья; 12; объятья; NOUN
В костёле; 1889; Распростер Христос… Тишина. И вот, незримо; 13; незримо; ADVB
В костёле; 1889; Унося с земли,; 14; земли; NOUN
В костёле; 1889; Звонко песня серафима; 15; серафима; NOUN
В костёле; 1889; Разлилась вдали.Разлилась — и отзвучала:; 16; отзвучала; VERB
В костёле; 1889; Заглушил, покрыл; 17; покрыл; VERB
В костёле; 1889; Гром органного хорала; 18; хорала; NOUN
В костёле; 1889; Песнь небесных сил.Вторит хор ему… Но, Боже!; 19; Боже; NOUN
В костёле; 1889; Отчего и в нем; 20; нем; ADJS
В костёле; 1889; Та же скорбь и горе то же, -; 21; же; PRCL
В костёле; 1889; Мука о земном? Не во тьме ль венцов остался; 22; остался; VERB
В костёле; 1889; День, когда с тоской; 23; тоской; NOUN
В костёле; 1889; Человек, как раб, склонялся; 24; склонялся; VERB
В костёле; 1889; Ниц перед тобойИ сиял зловещей славой; 25; славой; NOUN
В костёле; 1889; Пред лицом людей; 26; людей; NOUN
В костёле; 1889; В блеске молнии кровавой; 27; кровавой; ADJF
В костёле; 1889; Блеск твоих очей? Для чего звучит во храме; 28; храме; NOUN
В костёле; 1889; Снова скорбный стон,; 29; стон; NOUN
В костёле; 1889; Снова дымными огнями; 30; огнями; NOUN
В костёле; 1889; Лик твой озарен? И тебе ли мгла куренья,; 31; куренья; NOUN
В костёле; 1889; Холод темноты,; 32; темноты; NOUN
В костёле; 1889; Запах воска. Запах тленья,; 33; тленья; NOUN
В костёле; 1889; Мертвые цветы? Дивен мир твой! Расцветает; 34; Расцветает; VERB
В костёле; 1889; Он, тобой согрет,; 35; согрет; PRTS
В костёле; 1889; В небесах твоих сияет; 36; сияет; VERB
В костёле; 1889; Солнца вечный свет, Гимн природы животворный; 37; животворный; ADJF
В костёле; 1889; В ней твой храм нерукотворный,; 39; нерукотворный; ADJF
В костёле; 1889; Твой великий храм!; 40; храм; NOUN
Айя-София; Год написания не известен; Светильники горели, непонятный; 1; непонятный; ADJF
Айя-София; Год написания не известен; Звучал язык, — Великий Шейх читал; 2; читал; VERB
Айя-София; Год написания не известен; Святой Коран, — и купол необъятный; 3; необъятный; ADJF
Айя-София; Год написания не известен; В угрюмом мраке пропадал.Кривую саблю вскинув над толпою,; 4; толпою; NOUN
Айя-София; Год написания не известен; Шейх поднял лик, закрыл глаза — и страх; 5; страх; NOUN
Айя-София; Год написания не известен; Царил в толпе, и мёртвою, слепою; 6; слепою; ADJF
Айя-София; Год написания не известен; Она лежала на коврах… А утром храм был светел. Всё молчало; 7; молчало; VERB
Айя-София; Год написания не известен; В смиренной и священной тишине,; 8; тишине; NOUN
Айя-София; Год написания не известен; И солнце ярко купол озаряло; 9; озаряло; VERB
Айя-София; Год написания не известен; В непостижимой вышине.И голуби в нём, рея, ворковали,; 10; ворковали; VERB
Айя-София; Год написания не известен; И с вышины, из каждого окна,; 11; окна; NOUN
Айя-София; Год написания не известен; Простор небес и воздух сладко звали; 12; звали; VERB
Айя-София; Год написания не известен; К тебе, Любовь, к тебе, Весна!; 13; Весна; NOUN
На рейде; 1907; Люблю сухой, горячий блеск червонца,; 1; червонца; NOUN
На рейде; 1907; Когда его уронят с корабля; 2; корабля; NOUN
На рейде; 1907; И он, скользнув лучистой каплей солнца,; 3; солнца; NOUN
На рейде; 1907; Прорежет волны у руля.Склонясь с бортов, с невольною улыбкой; 4; улыбкой; NOUN
На рейде; 1907; Все смотрят вниз. А он уже исчез.; 5; исчез; VERB
На рейде; 1907; Вверх по корме струится глянец зыбкий; 6; зыбкий; ADJF
На рейде; 1907; От волн, от солнца и небес.Как жар горят червонной медью гайки; 7; гайки; NOUN
На рейде; 1907; Под серебристым тентом корабля.; 8; корабля; NOUN
На рейде; 1907; И плавают на снежных крыльях чайки,; 9; чайки; NOUN
На рейде; 1907; Косясь на волны у руля.; 10; руля; NOUN
Шире грудь распахнулась для принятия…; 1886; Шире грудь распахнулась для принятия; 1; принятия; NOUN
Шире грудь распахнулась для принятия…; 1886; Чувств весенних — минутных гостей!; 2; гостей; NOUN
Шире грудь распахнулась для принятия…; 1886; Ты раскрой мне, природа, объятия,; 3; объятия; NOUN
Шире грудь распахнулась для принятия…; 1886; Чтоб я слился с красою твоей!; 4; твоей; ADJF
С обезьяной; 1907; Ай, тяжела турецкая шарманка!; 1; шарманка; NOUN
С обезьяной; 1907; Бредет худой, согнувшийся хорват; 2; хорват; NOUN
С обезьяной; 1907; По дачам утром. В юбке обезьянка; 3; обезьянка; NOUN
С обезьяной; 1907; Бежит за ним, смешно поднявши зад.И детское и старческое что-то; 4; чтото; PRTS
С обезьяной; 1907; В ее глазах печальных. Как цыган,; 5; цыган; NOUN
С обезьяной; 1907; Сожжен хорват. Пыль, солнце, зной, забота.; 6; забота; NOUN
С обезьяной; 1907; В тени акаций. Солнце из-за дач; 8; дач; NOUN
С обезьяной; 1907; День будет долог, светел и горяч.И будет сонно, сонно. Черепицы; 10; Черепицы; NOUN
С обезьяной; 1907; Стеклом светиться будут. Промелькнет; 11; Промелькнет; VERB
С обезьяной; 1907; Велосипед бесшумным махом птицы,; 12; птицы; NOUN
С обезьяной; 1907; Да прогремит в немецкой фуре лед.Ай, хорошо напиться! Есть копейка,; 13; копейка; NOUN
С обезьяной; 1907; А вон киоск: большой стакан воды; 14; воды; NOUN
С обезьяной; 1907; Но путь далек… Сады, сады, сады… Зверок устал, — взор старичка-ребенка; 16; старичкаребенка; NOUN
С обезьяной; 1907; Томит тоской. Хорват от жажды пьян.; 17; пьян; ADJS
С обезьяной; 1907; Но пьет зверок: лиловая ладонка; 18; ладонка; NOUN
С обезьяной; 1907; Хватает жадно пенистый стакан.Поднявши брови, тянет обезьяна,; 19; обезьяна; NOUN
С обезьяной; 1907; А он жует засохший белый хлеб; 20; хлеб; NOUN
С обезьяной; 1907; Ты далеко, Загреб!; 22; Загреб; NOUN
Новый храм; 1907; По алтарям, пустым и белым,; 1; белым; ADJF
Новый храм; 1907; Весенний ветер дул на нас,; 2; нас; NPRO
Новый храм; 1907; И кто-то сверху капал мелом; 3; мелом; NOUN
Новый храм; 1907; На золотой иконостас.И звучный гул бродил в колоннах,; 4; колоннах; NOUN
Новый храм; 1907; Среди лесов. И по лесам; 5; лесам; NOUN
Новый храм; 1907; Мы шли в широких балахонах,; 6; балахонах; NOUN
Новый храм; 1907; С кистями, в купол, к небесам.И часто, вместе с малярами,; 7; малярами; NOUN
Новый храм; 1907; Там пели песни. И Христа,; 8; Христа; NOUN
Новый храм; 1907; Что слушал нас в веселом храме,; 9; храме; NOUN
Новый храм; 1907; Мы написали неспроста.Нам все казалось, что под эти; 10; эти; ADJF
Новый храм; 1907; Простые песни вспомнит он; 11; он; NPRO
Новый храм; 1907; Порог на солнце в Назарете,; 12; Назарете; NOUN
Новый храм; 1907; Верстак и кубовый хитон.; 13; хитон; NOUN
На Дальнем Севере; 1898; Как небо скучно и уныло,; 1; уныло; ADVB
На Дальнем Севере; 1898; Так сумрачно вдали,; 2; вдали; ADVB
На Дальнем Севере; 1898; Как будто время здесь застыло,; 3; застыло; ADJS
На Дальнем Севере; 1898; Как будто край земли.; 4; земли; NOUN
На Дальнем Севере; 1898; Как будто край земли.Густое чахлое полесье; 5; полесье; NOUN
На Дальнем Севере; 1898; Стоит среди болот,; 6; болот; NOUN
На Дальнем Севере; 1898; А там — угрюмо в поднебесье; 7; поднебесье; NOUN
На Дальнем Севере; 1898; Уходит сумрак вод.Уж ночь настала, но свинцовый; 8; свинцовый; ADJF
На Дальнем Севере; 1898; Дневной не меркнет свет.; 9; свет; NOUN
На Дальнем Севере; 1898; Немая тишь в глуши сосновой,; 10; сосновой; ADJF
На Дальнем Севере; 1898; Ни звука в море нет.И звезды тускло, недвижимо; 11; недвижимо; ADJS
На Дальнем Севере; 1898; Горят над головой,; 12; головой; NOUN
На Дальнем Севере; 1898; Как будто их зажег незримо; 13; незримо; ADVB
На Дальнем Севере; 1898; Сам ангел гробовой.; 14; гробовой; ADJF
Стой, солнце!; 1916; Летят, блестят мелькающие спицы,; 1; спицы; NOUN
Стой, солнце!; 1916; Тоскую и дрожу,; 2; дрожу; VERB
Стой, солнце!; 1916; А все вперед с летящей колесницы,; 3; колесницы; NOUN
Стой, солнце!; 1916; А все вперед гляжу.; 4; гляжу; VERB
Светло, как днем, и тень за нами бродит…; 1901; Светло, как днем, и тень за нами бродит; 1; бродит; VERB
Светло, как днем, и тень за нами бродит…; 1901; В нагих кустах. На серебре травы; 2; травы; NOUN
Светло, как днем, и тень за нами бродит…; 1901; Луна с небес таинственно обводит; 3; обводит; VERB
Светло, как днем, и тень за нами бродит…; 1901; Сияние вкруг темной головы.; 4; головы; NOUN
Чашу с темным вином подала мне богиня печали…; 1902; Чашу с темным вином подала мне богиня печали.; 1; печали; NOUN
Чашу с темным вином подала мне богиня печали…; 1902; Тихо выпив вино, я в смертельной истоме поник.; 2; поник; VERB
Чашу с темным вином подала мне богиня печали…; 1902; И сказала бесстрастно, с холодной улыбкой богиня:; 3; богиня; NOUN
Чашу с темным вином подала мне богиня печали…; 1902; Сладок яд мой хмельной. Это лозы с могилы любви.; 4; любви; NOUN
Как все вокруг сурово, снежно…; 1889; Как все вокруг сурово, снежно,; 1; снежно; ADVB
Как все вокруг сурово, снежно…; 1889; Как этот вечер сиз и хмур!; 2; хмур; ADJS
Как все вокруг сурово, снежно…; 1889; В морозной мгле краснеют окна нежно; 3; нежно; ADVB
Как все вокруг сурово, снежно…; 1889; Из деревенских нищенских конур.; 4; конур; NOUN
На поднебесном утесе, где бури…; 1889; На поднебесном утесе, где бури; 1; бури; NOUN
На поднебесном утесе, где бури…; 1889; Свищут в слепящей лазури, -; 2; лазури; NOUN
На поднебесном утесе, где бури…; 1889; Дикий, зловонный орлиный приют.; 3; приют; NOUN
Гробница Рахили; 1907; «И умерла, и схоронил Иаков; 1; Иаков; NOUN
Гробница Рахили; 1907; Ее в пути…» И на гробнице нет; 2; нет; PRED
Гробница Рахили; 1907; Ни имени, ни надписей, ни знаков.Ночной порой в ней светит слабый свет,; 3; свет; NOUN
Гробница Рахили; 1907; И купол гроба, выбеленный мелом,; 4; мелом; NOUN
Гробница Рахили; 1907; Таинственною бледностью одет, Я приближаюсь в сумраке несмело; 5; несмело; ADVB
Гробница Рахили; 1907; И с трепетом целую мел и пыль; 6; пыль; NOUN
Гробница Рахили; 1907; На этом камне выпуклом и белом… Сладчайшее из слов земных! Рахиль!; 7; Рахиль; NOUN
Полярная звезда; Год написания не известен; Свой дикий чум среди снегов и льда; 1; льда; NOUN
Полярная звезда; Год написания не известен; Воздвигла Смерть. Над чумом — ночь полгода.; 2; полгода; NOUN
Полярная звезда; Год написания не известен; И бледная Полярная Звезда; 3; Звезда; NOUN
Полярная звезда; Год написания не известен; Горит недвижно в бездне небосвода.Вглядись в туманный призрак. Это Смерть.; 4; Смерть; NOUN
Полярная звезда; Год написания не известен; Она сидит близ чума, устремила; 5; устремила; VERB
Полярная звезда; Год написания не известен; И навсегда Звезда над ней застыла.; 7; застыла; ADJS
В заливе; Год написания не известен; На мёртвый якорь кинули бакан,; 1; бакан; NOUN
В заливе; Год написания не известен; И вот, среди кипящего залива,; 2; залива; NOUN
В заливе; Год написания не известен; Он прыгает и мечется тоскливо,; 3; тоскливо; ADJS
В заливе; Год написания не известен; И звон его несётся сквозь туман.Осенний мрак сгущается вдали,; 4; вдали; ADVB
В заливе; Год написания не известен; Подходит ночь, — и по волнам тяжёлым; 5; тяжёлым; ADJF
В заливе; Год написания не известен; Ныряют и качаются за молом; 6; молом; NOUN
В заливе; Год написания не известен; Рыбацкие пустые корабли.И мачты их средь тёмной высоты; 7; высоты; NOUN
В заливе; Год написания не известен; Чертят туман всё шире и быстрее,; 8; быстрее; COMP
В заливе; Год написания не известен; И плавают среди тумана реи,; 9; реи; NOUN
В заливе; Год написания не известен; Как чёрные могильные кресты.; 10; кресты; NOUN
Судный день; Год написания не известен; В щит золотой, висящий у престола,; 1; престола; NOUN
Судный день; Год написания не известен; И саранчой вдоль сумрачного дола; 3; дола; NOUN
Судный день; Год написания не известен; Мы потечём из треснувших могил.Щит загудит — и Ты восстанешь, Боже,; 4; Боже; NOUN
Судный день; Год написания не известен; И тень Твоя падёт на судный дол,; 5; дол; NOUN
Судный день; Год написания не известен; И будет твердь подобна красной коже,; 6; коже; NOUN
Судный день; Год написания не известен; Повергнутой кожевником в рассол.; 7; рассол; NOUN
Цейлон; 1916; Окраина земли,; 1; земли; NOUN
Цейлон; 1916; Безлюдные пустынные прибрежья,; 2; прибрежья; NOUN
Цейлон; 1916; До полюса открытый океан… Матара — форт голландцев. Рвы и стены,; 3; стены; NOUN
Цейлон; 1916; Ворота в них… Тенистая дорога; 4; дорога; NOUN
Цейлон; 1916; Лачуги сингалесов… Справа блеск,; 6; блеск; NOUN
Цейлон; 1916; Горячий зной сухих песков и моря.Мыс Дондра в старых пальмах. Тут свежей,; 7; свежей; VERB
Цейлон; 1916; Муссоном сладко тянет, под верандой; 8; верандой; NOUN
Цейлон; 1916; Гостиницы на сваях — шум воды:; 9; воды; NOUN
Цейлон; 1916; Она, крутясь, перемывает камни,; 10; камни; NOUN
Цейлон; 1916; Кипит атласной пеной… Дальше — край,; 11; край; NOUN
Цейлон; 1916; Забытый богом. Джунгли низкорослы,; 12; низкорослы; ADJS
Цейлон; 1916; Холмисты, безграничны. Белой пылью; 13; пылью; NOUN
Цейлон; 1916; Слепит глаза… Меняют лошадей,; 14; лошадей; NOUN
Цейлон; 1916; Толпятся дети, нищие… И снова; 15; снова; ADVB
Цейлон; 1916; Глядишь на раскаленное шоссе,; 16; шоссе; NOUN
Цейлон; 1916; На бухты океана. Пчелоеды,; 17; Пчелоеды; NOUN
Цейлон; 1916; В зелено-синих перьях, отдыхают; 18; отдыхают; VERB
Цейлон; 1916; На золотистых нитях телеграфа… Лагуна возле Ранны — как сапфир.; 19; сапфир; NOUN
Цейлон; 1916; Вокруг алеют розами фламинго,; 20; фламинго; NOUN
Цейлон; 1916; По лужам дремлют буйволы. На них; 21; них; NPRO
Цейлон; 1916; Стоят, белеют цапли, и с жужжаньем; 22; жужжаньем; NOUN
Цейлон; 1916; Сверкают мухи… Сверху, из листвы,; 23; листвы; NOUN
Цейлон; 1916; Круглят глаза большие обезьяны… Затем опять убогое селенье,; 24; селенье; NOUN
Цейлон; 1916; Десяток нищих хижин. В океане,; 25; океане; NOUN
Цейлон; 1916; В закатном блеске, — розовые пятна; 26; пятна; NOUN
Цейлон; 1916; Сиреневые горы… Ночью в окна; 28; окна; NOUN
Цейлон; 1916; Глядит луна… А утром, в голубом; 29; голубом; ADJF
Цейлон; 1916; И чистом небе — коршуны браминов,; 30; браминов; NOUN
Цейлон; 1916; Кофейные, с фарфоровой головкой:; 31; головкой; NOUN
Цейлон; 1916; Следят в прибое рыбу… Вновь дорога:; 32; дорога; NOUN
Цейлон; 1916; Лазоревое озеро, в кольце; 33; кольце; NOUN
Цейлон; 1916; Из белой соли, заросли и дебри.Все дико и прекрасно, как в Эдеме:; 34; Эдеме; NOUN
Цейлон; 1916; Торчат шипы акаций, защищая; 35; защищая; GRND
Цейлон; 1916; Узорную нежнейшую листву,; 36; листву; NOUN
Цейлон; 1916; Цветами рдеют кактусы, сереют; 37; сереют; VERB
Цейлон; 1916; Стволы в густых лианах… Как огонь; 38; огонь; NOUN
Цейлон; 1916; Пылают чаши лилии ползучей,; 39; ползучей; ADJF
Цейлон; 1916; Тьмы мотыльков трепещут… На поляне; 40; поляне; NOUN
